uid,asin,title,stars,reviews,price,category,isBestSeller,boughtInLastMonth,Price_per_Review,High_Rating,Log_Price
1912713,4429,5796,0.11521217996383015,-0.12148407763823123,0.03236165013387437,170,False,50,0.0767489560704708,0,0.7874192713948853
1578488,4994,4097,0.4270459402412479,0.1416712369955701,-0.20965295631267195,85,False,200,-0.24982039394333608,1,-0.5605552393077418
1133567,14156,9922,0.037253739894475196,-0.12148407763823123,-0.026474964075172542,225,False,100,0.01670816243530115,0,0.5891023612549624
386093,11215,6626,0.19317062003318441,0.0004863221602925599,-0.15892272006131594,93,False,300,-0.2491777043445416,0,-0.09203269521856924
1448044,3090,12424,0.4270459402412479,-0.12148407763823123,-0.16376039722961536,120,False,1000,-0.12338702271342805,1,-0.12834988738449224
108393,4880,6226,0.5050043803106029,0.7740794058139434,-0.09864787750493678,79,False,0,-0.24989310546674273,1,0.27558485633854723
1518159,5807,12519,0.11521217996383015,3.6754711763637595,-0.1382645310723617,60,False,200,-0.25003950648913265,0,0.049718153064045534
507922,10830,7010,-3.159042302949061,-0.12148407763823123,-0.2521460665747614,115,False,0,-0.21358163715203846,0,-1.255394681204746
1968172,7059,8144,0.34908750017189366,-0.12148407763823123,-0.20867234607585453,135,False,0,-0.16921816185494087,1,-0.5490667622096207
724081,548,8232,0.4270459402412479,-0.12148407763823123,-0.013400160917606563,79,False,0,0.030050561020894408,1,0.6366990508959183
1973206,8011,13131,0.4270459402412479,-0.12148407763823123,-0.21619035789145494,198,False,100,-0.176890041041657,1,-0.6407187909469405
753911,3675,6404,0.4270459402412479,-0.12148407763823123,-0.11146118459935145,91,False,300,-0.07001742837105503,1,0.2079635088727379
786585,9261,7979,0.34908750017189366,-0.12148407763823123,-0.1833726019659643,208,False,50,-0.1434006205918179,1,-0.29081133092769446
2017962,13693,9608,0.5050043803106029,-0.12148407763823123,-0.1964474051235303,57,False,50,-0.15674301917741115,1,-0.4159406816055889
37,12587,11150,0.5050043803106029,-0.12148407763823123,0.6926392095909564,199,False,100,0.7505400846429302,1,1.8918189676655597
625516,11030,7944,-0.04070470017487907,-0.12148407763823123,-0.11799858617813443,160,False,0,-0.07668862766385165,0,0.17161524602306122
790279,12996,8258,0.11521217996383015,-0.12148407763823123,-0.20298480670231328,219,False,0,-0.1634142184702078,0,-0.48491931364452723
917550,11500,14339,0.19317062003318441,-0.12148407763823123,-0.20298480670231328,143,False,100,-0.1634142184702078,0,-0.48491931364452723
1191849,10534,2249,0.5829628203799572,-0.12148407763823123,-0.27522309414786533,108,False,50,-0.23713097065561056,1,-2.0434541183744233
1748738,11245,12916,-3.159042302949061,-0.12148407763823123,-0.22913441301744525,167,False,0,-0.1900990156413943,0,-0.8213756226744822
416300,8997,1977,0.19317062003318441,-0.05381556816096803,-0.2147521295441227,6,False,0,-0.24916272264843609,0,-0.6225226935565928
960045,1447,10950,0.5050043803106029,-0.12148407763823123,-0.1442135665090542,99,False,2000,-0.10344013682796611,1,0.010917278412047395
1052675,4488,3536,0.2711290601025394,-0.12148407763823123,-0.1899100035447473,224,False,50,-0.15007181988461454,0,-0.3514183598273182
106141,4416,6205,0.2711290601025394,0.042257007022800705,-0.11505675546768207,79,False,0,-0.2491777342922576,0,0.1881357987081554
800338,9642,10056,-3.159042302949061,-0.12148407763823123,-0.2062535074917048,4,False,0,-0.1667498181166061,0,-0.5212808065837213
911554,12623,13736,0.2711290601025394,-0.12148407763823123,-0.03373147982762166,139,False,0,0.0093031312202969,0,0.5616737822523394
893457,8028,8431,0.4270459402412479,-0.12148407763823123,0.49651716222746667,40,False,100,0.5504041058590313,1,1.670511824625195
913204,7330,3064,0.7388797005186664,-0.12148407763823123,0.43212375667645425,139,False,0,0.48469279282498456,1,1.5856707189999089
1846112,5784,7707,-0.4304969005216518,-0.12148407763823123,-0.18624905866062882,34,False,0,-0.14633594828064844,0,-0.31702664297788924
666962,12545,6344,0.34908750017189366,-0.12148407763823123,-0.21501362560727402,149,False,2000,-0.1756892251689536,1,-0.6258065208339294
1087545,5005,5747,0.4270459402412479,-0.12148407763823123,-0.21605960985987926,154,False,200,-0.17675661705580104,1,-0.639050838055883
1024516,7779,438,0.11521217996383015,-0.12148407763823123,-0.20298480670231328,165,False,0,-0.1634142184702078,0,-0.48491931364452723
106963,12846,13006,-0.04070470017487907,-0.12064866394098107,-0.18396096810805482,79,False,0,-0.1970370629059028,0,-0.29611788335368044
312779,4120,6299,0.34908750017189366,-0.08054880647297324,-0.19219809409732136,79,False,0,-0.24811977013070513,1,-0.3735303115046071
144499,13812,14926,-3.159042302949061,-0.12148407763823123,-0.2062535074917048,104,False,0,-0.1667498181166061,0,-0.5212808065837213
2010576,1480,5496,0.2711290601025394,-0.12148407763823123,-0.032946991638167715,57,False,400,0.010103675135432479,0,0.5646755978796153
2136133,9280,12391,0.037253739894475196,-0.12148407763823123,-0.17095153896627663,169,False,0,-0.13072534193550434,0,-0.18489861577402253
2114019,5474,5599,0.34908750017189366,-0.12148407763823123,0.16964708328831712,45,False,0,0.21684414121919993,1,1.1378209085232802
2140654,8269,7125,-0.4304969005216518,-0.12148407763823123,0.33961952433667486,181,False,50,0.39029532283191226,0,1.4496100126547014
1951534,6201,9741,0.5829628203799572,-0.12148407763823123,-0.2879056532107043,74,False,0,-0.25007309728363597,1,-3.1208969591286833
812590,11931,7556,-0.27458002038294255,-0.12148407763823123,2.5882241713748724,41,False,0,2.68492103158224,0,2.9625761067239593
873263,7107,7058,0.2711290601025394,-0.12148407763823123,0.7966492687093938,185,False,0,0.8566788653913245,0,1.9919103813908263
303183,4273,6267,0.5050043803106029,0.29789359838135054,-0.15415041690880435,79,False,0,-0.2498017399525612,1,-0.057454909542604696
395582,10902,2527,0.34908750017189366,-0.07720715168397259,-0.11799858617813443,103,False,0,-0.24686227377215852,1,0.17161524602306122
1655353,8194,7207,-0.4304969005216518,-0.12148407763823123,0.19586206361923694,51,False,0,0.24359565038331443,0,1.1927207408785658
1029218,11522,10540,0.11521217996383015,-0.12148407763823123,-0.24220921617501123,165,False,0,-0.20344141422698755,0,-1.0445691940875086
1670316,11199,892,0.4270459402412479,-0.12148407763823123,0.03889905171265736,94,False,0,0.08342015536326743,1,0.8072080654490366
2038419,1468,357,0.19317062003318441,-0.12148407763823123,-0.09211047592615379,168,False,0,-0.05027067846437701,0,0.3083990881856633
881006,7023,9838,0.11521217996383015,-0.12148407763823123,-0.18343797598175215,193,False,400,-0.1434673325847459,0,-0.2913995579389142
1753207,8016,12309,-3.159042302949061,-0.12148407763823123,-0.15035872399311023,55,False,0,-0.10971106416319495,0,-0.03081056921862982
277954,6000,9797,0.5050043803106029,1.023868101291742,-0.11799858617813443,80,False,0,-0.24994672376350496,1,0.17161524602306122
892026,9050,10768,0.34908750017189366,-0.12148407763823123,-0.1833726019659643,40,False,200,-0.1434006205918179,1,-0.29081133092769446
2092394,12701,9131,0.4270459402412479,-0.12148407763823123,-0.22913441301744525,70,False,600,-0.1900990156413943,1,-0.8213756226744822
375733,11603,5904,0.11521217996383015,-0.09224459823447553,-0.24220921617501123,71,False,100,-0.24877777275428464,0,-1.0445691940875086
941348,7205,12662,-0.11866314024423369,-0.12148407763823123,-0.20952220828109627,58,False,0,-0.17008541776300443,0,-0.5590157882332173
1638058,11589,2282,-0.04070470017487907,-0.12148407763823123,0.20233409118223208,53,False,0,0.25020013768318305,0,1.2058226242981593
47625,1526,5483,0.5050043803106029,-0.12148407763823123,0.8686914341075822,136,False,0,0.9301954815979433,1,2.055792243487594
788437,4506,7226,0.2711290601025394,-0.12148407763823123,-0.1899100035447473,208,False,0,-0.15007181988461454,0,-0.3514183598273182
901517,2268,11866,0.2711290601025394,-0.12148407763823123,-0.10361630270481184,55,False,0,-0.062011989219699054,0,0.2499047582304893
1204568,1292,9342,0.34908750017189366,-0.12148407763823123,0.07165143362236014,29,False,200,0.11684286382017851,1,0.900846203862243
1389677,2377,14451,0.34908750017189366,-0.12148407763823123,-0.1899100035447473,98,False,0,-0.15007181988461454,1,-0.3514183598273182
1321215,4858,4445,0.11521217996383015,-0.12148407763823123,-0.18409171613963043,204,False,0,-0.14413445251402554,0,-0.29730095459872447
832573,11070,12513,-0.04070470017487907,-0.12148407763823123,-0.053866676690273306,134,False,0,-0.011244162601516748,0,0.48136873640919114
1078615,123,8666,0.4270459402412479,-0.12148407763823123,-0.1689249444768539,174,False,0,-0.12865727015473738,1,-0.16863561031093957
505378,14157,10719,-3.159042302949061,-0.12148407763823123,-0.183111105902813,115,False,50,-0.14313377262010604,0,-0.2884618799927087
1958948,6848,5828,0.11521217996383015,-0.12148407763823123,-0.17029779880839835,126,False,0,-0.1300582220062247,0,-0.17962350558038395
209078,9890,7804,0.5050043803106029,0.4056619653266216,0.16964708328831712,208,False,600,-0.24933430418473912,1,1.1378209085232802
1820347,2949,4051,0.19317062003318441,-0.12148407763823123,-0.09184897986300247,42,False,0,-0.050003830492665144,0,0.3096895030240042
1319684,2003,5946,-3.159042302949061,-0.12148407763823123,0.24783440617056174,147,False,0,0.2966316847610477,0,1.2933803266975135
566773,6030,3828,0.5050043803106029,-0.12148407763823123,-0.23567181459622824,64,False,0,-0.19677021493419092,1,-0.9267528166743536
661977,8784,13201,0.19317062003318441,-0.12148407763823123,-0.22259701143866226,214,False,0,-0.18342781634859767,0,-0.7260599693323594
1345129,8786,7786,0.11521217996383015,-0.12148407763823123,-0.11799858617813443,144,False,0,-0.07668862766385165,0,0.17161524602306122
1343060,9915,4823,0.11521217996383015,-0.12148407763823123,-0.24220921617501123,144,False,0,-0.20344141422698755,0,-1.0445691940875086
1743964,2542,6971,0.34908750017189366,-0.12148407763823123,0.8558127529973797,167,False,0,0.9170532189911339,1,2.04466807740269
1500320,9511,4322,0.34908750017189366,-0.04211977639946575,-0.14414819249326638,121,False,0,-0.24854497569562978,1,0.011351954751162487
835007,10184,6551,-3.159042302949061,-0.12148407763823123,-0.24292833034867736,134,False,0,-0.20417524614919522,0,-1.0584196226345197
67053,9990,11946,0.4270459402412479,-0.10310497629872764,-0.11799858617813443,202,False,0,-0.24253464208277578,1,0.17161524602306122
2158039,9331,14737,0.4270459402412479,-0.12148407763823123,-0.20298480670231328,7,False,50,-0.1634142184702078,1,-0.48491931364452723
312358,7792,12728,0.34908750017189366,0.28953946140884895,-0.15748449171398368,79,False,0,-0.24980313698771048,1,-0.0814854388728861
2096494,767,3450,0.4270459402412479,-0.12148407763823123,0.06485253598042583,70,False,300,0.10990481655567003,1,0.8821169659369612
448349,9115,5667,-0.19662158031358828,-0.09308001193172569,4.281738050358606,2,False,0,-0.11683971712178334,0,3.424310657961145
486105,1996,11394,0.4270459402412479,-0.12148407763823123,0.0846608627641383,105,False,100,0.13011855041284381,1,0.9357337919648758
665741,5273,1855,-0.04070470017487907,-0.12148407763823123,0.3003951148639769,214,False,0,0.3502681270751325,0,1.3858089883833955
1324096,1046,5562,0.19317062003318441,-0.12148407763823123,-0.22259701143866226,23,False,0,-0.18342781634859767,0,-0.7260599693323594
46502,14845,12968,0.34908750017189366,-0.12148407763823123,-0.06844508221095935,136,False,0,-0.026120937024453207,1,0.4189131837027698
393149,8171,19,0.34908750017189366,0.5836050828409063,-0.13761079091448342,103,False,0,-0.2498915932934095,1,0.05389152400146101
660727,9250,3722,0.34908750017189366,-0.12148407763823123,-0.15068559407204937,214,False,100,-0.11004462412783479,1,-0.03307971293692655
146540,5336,13183,-3.159042302949061,-0.12148407763823123,-0.11106894050462444,104,False,0,-0.06961715641348722,0,0.2101029177195505
157791,13060,1645,0.5829628203799572,-0.11563618175748008,-0.16376039722961536,146,False,50,-0.23423733796236,1,-0.12834988738449224
2018065,13471,3095,0.19317062003318441,-0.12148407763823123,-0.1964474051235303,57,False,0,-0.15674301917741115,0,-0.4159406816055889
1813452,252,3474,0.19317062003318441,-0.12148407763823123,-0.05458579086393943,42,False,0,-0.011977994523724373,0,0.4783778132212272
634214,4444,12002,0.11521217996383015,-0.12148407763823123,-0.2010235862286784,128,False,0,-0.16141285868236882,0,-0.46372113054844344
1179828,7470,7099,0.34908750017189366,-0.12148407763823123,-0.1899100035447473,213,False,0,-0.15007181988461454,1,-0.3514183598273182
1137905,1738,14189,0.037253739894475196,-0.12148407763823123,-0.12453598775691742,225,False,50,-0.08335982695664829,0,0.1338945127497847
833900,11656,11921,0.5050043803106029,-0.12148407763823123,-0.17029779880839835,134,False,0,-0.1300582220062247,1,-0.17962350558038395
610341,14837,1955,-3.159042302949061,-0.12148407763823123,1.2745333241184302,54,False,0,1.344343533694758,0,2.3548288437879625
1880966,8460,99,-1.5998735015619698,-0.12148407763823123,-0.19017149960789864,134,False,0,-0.1503386678563264,0,-0.35392081210539084
121,3442,835,0.2711290601025394,-0.12148407763823123,0.41898357950310033,199,False,0,0.47128368224646333,0,1.5674362442403555
608278,13538,6575,0.037253739894475196,-0.12148407763823123,3.124617970914017,54,False,0,3.2322929335562036,0,3.1330731012339763
1408544,1919,1544,0.5829628203799572,-0.12148407763823123,-0.15722299565083236,15,False,1000,-0.11671582342063141,1,-0.07957966137620702
1174698,3330,3766,0.4270459402412479,-0.12148407763823123,-0.16637535786112856,74,False,50,-0.1260555024305467,1,-0.14854468406517385
1072460,7637,13596,0.037253739894475196,-0.12148407763823123,-0.1833726019659643,48,False,0,-0.1434006205918179,0,-0.29081133092769446
1891737,11176,13434,-3.159042302949061,-0.12148407763823123,-0.026736460138323856,0,False,0,0.016441314463589294,0,0.5881269122639352
353025,12203,12261,0.7388797005186664,-0.11814242284923057,0.43120852045542457,226,False,0,-0.1033067128421102,1,1.5844113824060795
1080169,10179,10847,0.11521217996383015,-0.12148407763823123,0.954135272742276,174,False,0,1.0173880563547952,0,2.126615756354365
848127,5571,4423,0.2711290601025394,-0.12148407763823123,-0.23567181459622824,177,False,0,-0.19677021493419092,0,-0.9267528166743536
1884011,4291,10915,0.6609212604493121,-0.12148407763823123,-0.25038096814849,179,False,0,-0.21178041334298334,1,-1.2145475151029634
1220621,7201,12518,0.34908750017189366,-0.12148407763823123,-0.09184897986300247,141,False,50,-0.050003830492665144,1,0.3096895030240042
1311922,2896,6091,0.19317062003318441,-0.12148407763823123,-0.22259701143866226,227,False,50,-0.18342781634859767,0,-0.7260599693323594
1300209,12327,5583,0.7388797005186664,-0.12148407763823123,-0.046087168811521514,227,False,50,-0.0033054354430887296,1,0.5131653287935473
277047,1797,3080,0.19317062003318441,0.7774210606029441,-0.20965295631267195,80,False,0,-0.249998952199574,0,-0.5605552393077418
1209750,12960,388,0.037253739894475196,-0.12148407763823123,-0.09838638144178546,125,False,100,-0.056675029785461774,0,0.27691832807429423
1771118,13479,3145,0.6609212604493121,-0.12148407763823123,-0.026474964075172542,1,False,0,0.01670816243530115,1,0.5891023612549624
1316682,3587,473,0.11521217996383015,-0.12148407763823123,-0.17683520038718134,227,False,0,-0.1367294212990213,0,-0.2336714876390441
1180787,6147,11528,0.34908750017189366,-0.12148407763823123,0.03889905171265736,213,False,0,0.08342015536326743,1,0.8072080654490366
1260639,3118,11803,0.5829628203799572,-0.12148407763823123,-0.16369502321382753,150,False,700,-0.12332031072050008,1,-0.1278502106800555
799810,5411,7770,0.6609212604493121,-0.12148407763823123,-0.11799858617813443,4,False,0,-0.07668862766385165,1,0.17161524602306122
492803,5799,9782,-0.04070470017487907,-0.12148407763823123,-0.23168399963317063,180,False,50,-0.192700783365585,0,-0.8611614188706104
1126524,4675,8308,0.19317062003318441,-0.12148407763823123,-0.1964474051235303,96,False,200,-0.15674301917741115,0,-0.4159406816055889
1311939,8672,444,0.037253739894475196,-0.12148407763823123,-0.20298480670231328,227,False,50,-0.1634142184702078,0,-0.48491931364452723
1608688,13754,5650,-0.8202891008684244,-0.12064866394098107,-0.1899100035447473,229,False,0,-0.20007245858412526,0,-0.3514183598273182
862618,1404,13638,0.5050043803106029,-0.12148407763823123,-0.180038527160785,89,False,50,-0.13999830895249163,1,-0.2612618990471537
361457,10740,8303,0.7388797005186664,-0.12064866394098107,-0.026409590059384726,226,False,0,-0.11664911142770344,1,0.58934607476994
1737348,5200,559,0.34908750017189366,-0.12148407763823123,-0.22913441301744525,167,False,300,-0.1900990156413943,1,-0.8213756226744822
1888848,4222,3199,0.5050043803106029,-0.12148407763823123,-0.13290386177775965,0,False,0,-0.09189896205142795,1,0.08343595826942052
1745009,13314,318,-1.2100813012151972,-0.12148407763823123,-0.15722299565083236,167,False,0,-0.11671582342063141,0,-0.07957966137620702
1205985,13112,12822,0.037253739894475196,-0.12148407763823123,-0.06569937354787049,29,False,100,-0.02331903332147861,0,0.43097841056795483
2048514,11778,11237,0.34908750017189366,-0.12148407763823123,-0.19651277913931814,200,False,0,-0.15680973117033914,1,-0.4166074173992324
859514,12337,5409,-0.04070470017487907,-0.12148407763823123,-0.09184897986300247,89,False,0,-0.050003830492665144,0,0.3096895030240042
1910989,444,3635,0.2711290601025394,-0.12148407763823123,-0.2293959090805966,170,False,50,-0.19036586361310617,0,-0.8253840675686321
1907435,5149,11473,0.2711290601025394,-0.12148407763823123,0.07158605960657231,63,False,0,0.11677615182725057,0,0.9006677765826016
1859111,11138,1717,0.11521217996383015,-0.12148407763823123,-0.2879056532107043,34,False,0,-0.25007309728363597,0,-3.1208969591286833
668719,6843,5654,0.5050043803106029,-0.12148407763823123,-0.2473737634222498,149,False,300,-0.2087116616682969,1,-1.1485855986412756
1336740,10735,3353,0.7388797005186664,-0.12148407763823123,-0.13100801531991257,33,False,0,-0.08996431425651694,1,0.09509330352988947
1776563,645,5836,0.34908750017189366,-0.12148407763823123,-0.17788118463978664,161,False,400,-0.13779681318586876,1,-0.24259709518358558
37637,10332,9001,-3.159042302949061,-0.12148407763823123,0.8796742687599377,138,False,0,0.9414030964098417,0,2.065181963323714
1915626,3435,4531,0.037253739894475196,-0.12148407763823123,-0.16376039722961536,170,False,0,-0.12338702271342805,0,-0.12834988738449224
1230489,14321,10585,0.34908750017189366,-0.12148407763823123,-0.11799858617813443,215,False,0,-0.07668862766385165,1,0.17161524602306122
1497023,1763,73,0.7388797005186664,-0.12148407763823123,-0.21605960985987926,56,False,0,-0.17675661705580104,1,-0.639050838055883
1125246,1866,7221,0.34908750017189366,-0.12148407763823123,-0.15748449171398368,96,False,300,-0.11698267139234328,1,-0.0814854388728861
1006400,10554,6024,0.34908750017189366,-0.12148407763823123,0.0127494453975254,206,False,0,0.05673535819208092,1,0.7255865787549719
549955,9830,11918,-0.04070470017487907,-0.12148407763823123,-0.12453598775691742,210,False,0,-0.08335982695664829,0,0.1338945127497847
964135,11102,2486,0.34908750017189366,-0.12148407763823123,-0.2114834287547312,35,False,0,-0.17208677755084342,1,-0.5823603911359799
1558191,13847,3833,-0.04070470017487907,-0.11145911327122927,-0.23567181459622824,44,False,0,-0.2459728755644479,0,-0.9267528166743536
1914234,222,3503,0.34908750017189366,-0.12148407763823123,0.33968489835246274,170,False,0,0.3903620348248402,1,1.449713018330312
928420,10317,8736,-0.11866314024423369,-0.12148407763823123,-0.19049836968683778,182,False,700,-0.15067222782096626,0,-0.3570577175071077
624363,6943,11980,0.037253739894475196,-0.12148407763823123,-0.22913441301744525,160,False,0,-0.1900990156413943,0,-0.8213756226744822
534051,5479,4905,0.34908750017189366,-0.12148407763823123,-0.24220921617501123,62,False,50,-0.20344141422698755,1,-1.0445691940875086
247516,1759,9351,0.5050043803106029,0.23022508890408738,0.3003951148639769,12,False,50,-0.2486504877472408,1,1.3858089883833955
1291873,6104,11731,0.4270459402412479,-0.12148407763823123,-0.09184897986300247,119,False,0,-0.050003830492665144,1,0.3096895030240042
1844736,10904,12879,0.4270459402412479,-0.12148407763823123,-0.17683520038718134,34,False,50,-0.1367294212990213,1,-0.2336714876390441
1777124,3603,13838,0.4270459402412479,-0.12148407763823123,-0.1964474051235303,161,False,400,-0.15674301917741115,1,-0.4159406816055889
2210988,4434,7479,0.2711290601025394,-0.12148407763823123,-0.24220921617501123,43,False,50,-0.20344141422698755,0,-1.0445691940875086
856850,8772,10546,-0.04070470017487907,-0.12148407763823123,-0.22259701143866226,89,False,300,-0.18342781634859767,0,-0.7260599693323594
1321646,3819,3642,0.037253739894475196,-0.12148407763823123,-0.22259701143866226,23,False,1000,-0.18342781634859767,0,-0.7260599693323594
513140,14511,3035,-2.379457902255515,-0.12148407763823123,-0.20193882244970804,159,False,0,-0.16234682658336036,0,-0.4735576725179747
378766,6200,8621,0.19317062003318441,2.746491145021578,-0.2357371886120161,71,False,100,-0.2500575946131769,0,-0.9278647851249144
1096650,2743,13519,-0.04070470017487907,-0.12148407763823123,-0.2226623854544501,129,False,50,-0.18349452834152566,0,-0.7269694855988076
2079778,9665,1086,0.34908750017189366,-0.12148407763823123,-0.1899100035447473,176,False,200,-0.15007181988461454,1,-0.3514183598273182
680883,14029,13374,-3.159042302949061,-0.12148407763823123,-0.12780468854630891,82,False,0,-0.08669542660304659,0,0.11448629659655415
1176992,2701,4477,0.4270459402412479,-0.12148407763823123,0.692377713527805,74,False,0,0.7502732366712183,1,1.891554251879498
961806,2650,5732,0.34908750017189366,-0.12148407763823123,-0.20324630276546463,99,False,900,-0.16368106644191968,1,-0.4877800272659504
1553171,12044,14779,-0.04070470017487907,0.03473828374754924,0.3003951148639769,44,False,400,-0.24687979289874895,0,1.3858089883833955
986251,1643,9626,0.34908750017189366,-0.12148407763823123,0.0781234611853553,208,False,300,0.12344735112004719,1,0.9183546174685225
1572732,11424,13689,-3.159042302949061,-0.12148407763823123,-0.10806173577838427,74,False,0,-0.06654840473880076,0,0.22635460677189279
1418721,9718,1019,0.4270459402412479,-0.12148407763823123,-0.20298480670231328,100,False,0,-0.1634142184702078,1,-0.48491931364452723
854914,14289,7072,-3.159042302949061,-0.12148407763823123,-0.20952220828109627,177,False,0,-0.17008541776300443,0,-0.5590157882332173
2192617,8238,9309,0.2711290601025394,-0.12148407763823123,-0.17709669645033266,34,False,0,-0.13699626927073316,0,-0.23589542522885978
1871150,730,13542,0.5050043803106029,-0.12148407763823123,-0.2062535074917048,158,False,2000,-0.1667498181166061,1,-0.5212808065837213
572792,8575,10772,-0.11866314024423369,-0.12148407763823123,-0.13120413736727607,28,False,600,-0.09016445023530084,0,0.09389365933969575
1877781,2166,12756,0.34908750017189366,-0.12148407763823123,-0.1899100035447473,158,False,600,-0.15007181988461454,1,-0.3514183598273182
987878,13349,11112,0.7388797005186664,-0.12148407763823123,-0.15722299565083236,67,False,0,-0.11671582342063141,1,-0.07957966137620702
1799082,5883,14811,0.2711290601025394,-0.12148407763823123,-0.2879056532107043,228,False,0,-0.25007309728363597,0,-3.1208969591286833
1604094,2489,14132,-0.27458002038294255,-0.030423984637963468,0.03889905171265736,229,False,0,-0.24704134044139142,0,0.8072080654490366
1360429,3434,14942,0.037253739894475196,-0.12148407763823123,-0.21298703111785128,225,False,400,-0.17362115338818665,0,-0.600634762738118
1129440,9501,14289,-0.04070470017487907,-0.12148407763823123,-0.09184897986300247,225,False,300,-0.050003830492665144,0,0.3096895030240042
437695,11497,9176,0.037253739894475196,0.02387790568329712,-0.22279313348602575,221,False,0,-0.24969341074102883,0,-0.7287910057928629
201,1369,8219,0.19317062003318441,-0.12148407763823123,3.0366899196793855,199,False,0,3.142565303068089,0,3.107042976094514
1643364,12893,11091,-3.159042302949061,-0.12148407763823123,-0.17683520038718134,207,False,0,-0.1367294212990213,0,-0.2336714876390441
1311769,14788,6641,-0.19662158031358828,-0.12148407763823123,-0.1964474051235303,227,False,50,-0.15674301917741115,0,-0.4159406816055889
2102018,7311,7760,0.19317062003318441,-0.12148407763823123,-0.21671335001775757,203,False,0,-0.1774237369850807,0,-0.647418588389739
1421590,210,774,-0.04070470017487907,-0.12148407763823123,-0.2217471492334205,100,False,0,-0.18256056044053415,0,-0.7143109907510888
1972327,2914,12167,0.5050043803106029,-0.12148407763823123,-0.09897474758387594,198,False,200,-0.05727543772181347,1,0.27391551000248776
1704500,4225,4061,0.34908750017189366,-0.12148407763823123,0.3328206266947406,92,False,0,0.3833572755674038,1,1.43883901902705
444624,13198,13733,0.037253739894475196,-0.1131299406657296,-0.15722299565083236,221,False,0,-0.23794970875063556,0,-0.07957966137620702
1646957,14001,2311,0.34908750017189366,-0.12148407763823123,-0.1899100035447473,179,False,100,-0.15007181988461454,1,-0.3514183598273182
1695150,9342,9934,0.34908750017189366,-0.12148407763823123,-0.052624570390304506,173,False,50,-0.009976634735885358,1,0.4865138805741543
487406,11992,7271,0.34908750017189366,-0.12148407763823123,-0.21605960985987926,105,False,50,-0.17675661705580104,1,-0.639050838055883
1377108,992,6728,0.2711290601025394,-0.12148407763823123,-0.2585527201219687,162,False,0,-0.22011941245897912,0,-1.4194952941584782
